,Field1,lon,lat,locid,V1,V2,Shape_Length,Shape_Area,Location,State
0,71376.0,150.0,-28.5,71377.0,529.0,124.0,2.249999999100737,0.312499999762693,Cell 806,QLD1
1,71377.0,150.625,-28.5,71378.0,530.0,124.0,2.24999999910051,0.312499999762636,Cell 807,QLD1
2,71379.0,151.875,-28.5,71380.0,532.0,124.0,2.24999999910051,0.312499999762636,Cell 809,QLD1
3,71953.0,150.625,-28.0,71954.0,530.0,125.0,2.24999999910051,0.312499999762636,Cell 870,QLD1
4,71954.0,151.25,-28.0,71955.0,531.0,125.0,2.25000000089949,0.312500000212381,Cell 871,QLD1
5,71955.0,151.875,-28.0,71956.0,532.0,125.0,2.24999999910051,0.312499999762636,Cell 872,QLD1
6,71957.0,153.125,-28.0,71958.0,534.0,125.0,2.250000000899263,0.312500000212324,Cell 874,QLD1
7,72529.0,150.625,-27.5,72530.0,530.0,126.0,2.24999999910051,0.312499999762636,Cell 933,QLD1
8,72530.0,151.25,-27.5,72531.0,531.0,126.0,2.25000000089949,0.312500000212381,Cell 934,QLD1
9,72531.0,151.875,-27.5,72532.0,532.0,126.0,2.24999999910051,0.312499999762636,Cell 935,QLD1
10,72532.0,152.5,-27.5,72533.0,533.0,126.0,2.249999999100737,0.312499999762693,Cell 936,QLD1
11,72533.0,153.125,-27.5,72534.0,534.0,126.0,2.250000000899263,0.312500000212324,Cell 937,QLD1
12,73104.0,150.0,-27.0,73105.0,529.0,127.0,2.249999999100737,0.312499999762693,Cell 995,QLD1
13,73105.0,150.625,-27.0,73106.0,530.0,127.0,2.24999999910051,0.312499999762636,Cell 996,QLD1
14,73106.0,151.25,-27.0,73107.0,531.0,127.0,2.25000000089949,0.312500000212381,Cell 997,QLD1
15,73107.0,151.875,-27.0,73108.0,532.0,127.0,2.24999999910051,0.312499999762636,Cell 998,QLD1
16,73108.0,152.5,-27.0,73109.0,533.0,127.0,2.249999999100737,0.312499999762693,Cell 999,QLD1
17,73109.0,153.125,-27.0,73110.0,534.0,127.0,2.250000000899263,0.312500000212324,Cell 1000,QLD1
18,73678.0,148.75,-26.5,73679.0,527.0,128.0,2.250000000899377,0.312500000324768,Cell 1056,QLD1
19,73679.0,149.375,-26.5,73680.0,528.0,128.0,2.250000002697902,0.312500000774399,Cell 1057,QLD1
20,73680.0,150.0,-26.5,73681.0,529.0,128.0,2.250000000899377,0.312500000324768,Cell 1058,QLD1
21,73681.0,150.625,-26.5,73682.0,530.0,128.0,2.250000000899149,0.312500000324711,Cell 1059,QLD1
22,73682.0,151.25,-26.5,73683.0,531.0,128.0,2.25000000269813,0.312500000774456,Cell 1060,QLD1
23,73683.0,151.875,-26.5,73684.0,532.0,128.0,2.250000000899149,0.312500000324711,Cell 1061,QLD1
24,73684.0,152.5,-26.5,73685.0,533.0,128.0,2.250000000899377,0.312500000324768,Cell 1062,QLD1
25,74255.0,149.375,-26.0,74256.0,528.0,129.0,2.250000000899263,0.312500000212324,Cell 1120,QLD1
26,74256.0,150.0,-26.0,74257.0,529.0,129.0,2.249999999100737,0.312499999762693,Cell 1121,QLD1
27,74258.0,151.25,-26.0,74259.0,531.0,129.0,2.25000000089949,0.312500000212381,Cell 1123,QLD1
28,74260.0,152.5,-26.0,74261.0,533.0,129.0,2.249999999100737,0.312499999762693,Cell 1125,QLD1
29,74830.0,148.75,-25.5,74831.0,527.0,130.0,2.249999999100851,0.312499999762728,Cell 1182,QLD1
30,74831.0,149.375,-25.5,74832.0,528.0,130.0,2.250000000899377,0.31250000021236,Cell 1183,QLD1
31,74833.0,150.625,-25.5,74834.0,530.0,130.0,2.249999999100623,0.312499999762672,Cell 1185,QLD1
32,74834.0,151.25,-25.5,74835.0,531.0,130.0,2.250000000899604,0.312500000212417,Cell 1186,QLD1
33,74835.0,151.875,-25.5,74836.0,532.0,130.0,2.249999999100623,0.312499999762672,Cell 1187,QLD1
34,74836.0,152.5,-25.5,74837.0,533.0,130.0,2.249999999100851,0.312499999762728,Cell 1188,QLD1
35,75409.0,150.625,-25.0,75410.0,530.0,131.0,2.24999999910051,0.312499999762636,Cell 1249,QLD1
36,75411.0,151.875,-25.0,75412.0,532.0,131.0,2.24999999910051,0.312499999762636,Cell 1251,QLD1
37,75412.0,152.5,-25.0,75413.0,533.0,131.0,2.249999999100737,0.312499999762693,Cell 1252,QLD1
38,75981.0,148.125,-24.5,75982.0,526.0,132.0,2.250000000899263,0.312500000212324,Cell 1308,QLD1
39,75982.0,148.75,-24.5,75983.0,527.0,132.0,2.249999999100737,0.312499999762693,Cell 1309,QLD1
40,75984.0,150.0,-24.5,75985.0,529.0,132.0,2.249999999100737,0.312499999762693,Cell 1311,QLD1
41,75985.0,150.625,-24.5,75986.0,530.0,132.0,2.24999999910051,0.312499999762636,Cell 1312,QLD1
42,75986.0,151.25,-24.5,75987.0,531.0,132.0,2.25000000089949,0.312500000212381,Cell 1313,QLD1
43,75987.0,151.875,-24.5,75988.0,532.0,132.0,2.24999999910051,0.312499999762636,Cell 1314,QLD1
44,76558.0,148.75,-24.0,76559.0,527.0,133.0,2.249999999100737,0.312499999762693,Cell 1371,QLD1
45,76559.0,149.375,-24.0,76560.0,528.0,133.0,2.250000000899263,0.312500000212324,Cell 1372,QLD1
46,76560.0,150.0,-24.0,76561.0,529.0,133.0,2.249999999100737,0.312499999762693,Cell 1373,QLD1
47,76561.0,150.625,-24.0,76562.0,530.0,133.0,2.24999999910051,0.312499999762636,Cell 1374,QLD1
48,76562.0,151.25,-24.0,76563.0,531.0,133.0,2.25000000089949,0.312500000212381,Cell 1375,QLD1
49,77128.0,145.0,-23.5,77129.0,521.0,134.0,2.250000000899263,0.312500000212324,Cell 1425,QLD1
50,77129.0,145.625,-23.5,77130.0,522.0,134.0,2.24999999910051,0.312499999762636,Cell 1426,QLD1
51,77130.0,146.25,-23.5,77131.0,523.0,134.0,2.25000000089949,0.312500000212381,Cell 1427,QLD1
52,77131.0,146.875,-23.5,77132.0,524.0,134.0,2.24999999910051,0.312499999762636,Cell 1428,QLD1
53,77134.0,148.75,-23.5,77135.0,527.0,134.0,2.249999999100737,0.312499999762693,Cell 1431,QLD1
54,77135.0,149.375,-23.5,77136.0,528.0,134.0,2.250000000899263,0.312500000212324,Cell 1432,QLD1
55,77136.0,150.0,-23.5,77137.0,529.0,134.0,2.249999999100737,0.312499999762693,Cell 1433,QLD1
56,77137.0,150.625,-23.5,77138.0,530.0,134.0,2.24999999910051,0.312499999762636,Cell 1434,QLD1
57,77707.0,146.875,-23.0,77708.0,524.0,135.0,2.24999999910051,0.312499999762636,Cell 1487,QLD1
58,77708.0,147.5,-23.0,77709.0,525.0,135.0,2.249999999100737,0.312499999762693,Cell 1488,QLD1
59,77709.0,148.125,-23.0,77710.0,526.0,135.0,2.250000000899263,0.312500000212324,Cell 1489,QLD1
60,77710.0,148.75,-23.0,77711.0,527.0,135.0,2.249999999100737,0.312499999762693,Cell 1490,QLD1
61,77711.0,149.375,-23.0,77712.0,528.0,135.0,2.250000000899263,0.312500000212324,Cell 1491,QLD1
62,77712.0,150.0,-23.0,77713.0,529.0,135.0,2.249999999100737,0.312499999762693,Cell 1492,QLD1
63,78284.0,147.5,-22.5,78285.0,525.0,136.0,2.249999999100737,0.312499999762693,Cell 1548,QLD1
64,78285.0,148.125,-22.5,78286.0,526.0,136.0,2.250000000899263,0.312500000212324,Cell 1549,QLD1
65,78286.0,148.75,-22.5,78287.0,527.0,136.0,2.249999999100737,0.312499999762693,Cell 1550,QLD1
66,78287.0,149.375,-22.5,78288.0,528.0,136.0,2.250000000899263,0.312500000212324,Cell 1551,QLD1
67,78861.0,148.125,-22.0,78862.0,526.0,137.0,2.250000002697902,0.312500000774399,Cell 1607,QLD1
68,78862.0,148.75,-22.0,78863.0,527.0,137.0,2.250000000899377,0.312500000324768,Cell 1608,QLD1
69,78863.0,149.375,-22.0,78864.0,528.0,137.0,2.250000002697902,0.312500000774399,Cell 1609,QLD1
70,79437.0,148.125,-21.5,79438.0,526.0,138.0,2.250000000899263,0.312500000212324,Cell 1662,QLD1
71,79438.0,148.75,-21.5,79439.0,527.0,138.0,2.249999999100737,0.312499999762693,Cell 1663,QLD1
72,79439.0,149.375,-21.5,79440.0,528.0,138.0,2.250000000899263,0.312500000212324,Cell 1664,QLD1
73,79999.0,139.375,-21.0,80000.0,512.0,139.0,2.249999999100623,0.312499999762672,Cell 1702,QLD1
74,80000.0,140.0,-21.0,80001.0,513.0,139.0,2.250000000899604,0.312500000212417,Cell 1703,QLD1
75,80007.0,144.375,-21.0,80008.0,520.0,139.0,2.249999999100851,0.312499999762728,Cell 1710,QLD1
76,80008.0,145.0,-21.0,80009.0,521.0,139.0,2.250000000899377,0.31250000021236,Cell 1711,QLD1
77,80012.0,147.5,-21.0,80013.0,525.0,139.0,2.249999999100851,0.312499999762728,Cell 1715,QLD1
78,80013.0,148.125,-21.0,80014.0,526.0,139.0,2.250000000899377,0.31250000021236,Cell 1716,QLD1
79,80014.0,148.75,-21.0,80015.0,527.0,139.0,2.249999999100851,0.312499999762728,Cell 1717,QLD1
80,80575.0,139.375,-20.5,80576.0,512.0,140.0,2.24999999910051,0.312499999762636,Cell 1753,QLD1
81,80576.0,140.0,-20.5,80577.0,513.0,140.0,2.25000000089949,0.312500000212381,Cell 1754,QLD1
82,80577.0,140.625,-20.5,80578.0,514.0,140.0,2.24999999910051,0.312499999762636,Cell 1755,QLD1
83,80584.0,145.0,-20.5,80585.0,521.0,140.0,2.250000000899263,0.312500000212324,Cell 1762,QLD1
84,80585.0,145.625,-20.5,80586.0,522.0,140.0,2.24999999910051,0.312499999762636,Cell 1763,QLD1
85,80588.0,147.5,-20.5,80589.0,525.0,140.0,2.249999999100737,0.312499999762693,Cell 1766,QLD1
86,80589.0,148.125,-20.5,80590.0,526.0,140.0,2.250000000899263,0.312500000212324,Cell 1767,QLD1
87,81151.0,139.375,-20.0,81152.0,512.0,141.0,2.24999999910051,0.312499999762636,Cell 1800,QLD1
88,81162.0,146.25,-20.0,81163.0,523.0,141.0,2.25000000089949,0.312500000212381,Cell 1811,QLD1
89,81163.0,146.875,-20.0,81164.0,524.0,141.0,2.24999999910051,0.312499999762636,Cell 1812,QLD1
90,81164.0,147.5,-20.0,81165.0,525.0,141.0,2.249999999100737,0.312499999762693,Cell 1813,QLD1
91,81165.0,148.125,-20.0,81166.0,526.0,141.0,2.250000000899263,0.312500000212324,Cell 1814,QLD1
92,81726.0,138.75,-19.5,81727.0,511.0,142.0,2.249999999100737,0.312499999762693,Cell 1843,QLD1
93,81727.0,139.375,-19.5,81728.0,512.0,142.0,2.24999999910051,0.312499999762636,Cell 1844,QLD1
94,81737.0,145.625,-19.5,81738.0,522.0,142.0,2.24999999910051,0.312499999762636,Cell 1854,QLD1
95,81738.0,146.25,-19.5,81739.0,523.0,142.0,2.25000000089949,0.312500000212381,Cell 1855,QLD1
96,81739.0,146.875,-19.5,81740.0,524.0,142.0,2.24999999910051,0.312499999762636,Cell 1856,QLD1
97,82302.0,138.75,-19.0,82303.0,511.0,143.0,2.249999999100737,0.312499999762693,Cell 1885,QLD1
98,82310.0,143.75,-19.0,82311.0,519.0,143.0,2.249999999100737,0.312499999762693,Cell 1893,QLD1
99,82311.0,144.375,-19.0,82312.0,520.0,143.0,2.249999999100737,0.312499999762693,Cell 1894,QLD1
100,82312.0,145.0,-19.0,82313.0,521.0,143.0,2.250000000899263,0.312500000212324,Cell 1895,QLD1
101,82313.0,145.625,-19.0,82314.0,522.0,143.0,2.24999999910051,0.312499999762636,Cell 1896,QLD1
102,82314.0,146.25,-19.0,82315.0,523.0,143.0,2.25000000089949,0.312500000212381,Cell 1897,QLD1
103,82878.0,138.75,-18.5,82879.0,511.0,144.0,2.249999999100737,0.312499999762693,Cell 1925,QLD1
104,82886.0,143.75,-18.5,82887.0,519.0,144.0,2.249999999100737,0.312499999762693,Cell 1933,QLD1
105,82889.0,145.625,-18.5,82890.0,522.0,144.0,2.24999999910051,0.312499999762636,Cell 1936,QLD1
106,82890.0,146.25,-18.5,82891.0,523.0,144.0,2.25000000089949,0.312500000212381,Cell 1937,QLD1
107,83465.0,145.625,-18.0,83466.0,522.0,145.0,2.24999999910051,0.312499999762636,Cell 1975,QLD1
108,84041.0,145.625,-17.5,84042.0,522.0,146.0,2.250000000899149,0.312500000324711,Cell 2011,QLD1
109,84617.0,145.625,-17.0,84618.0,522.0,147.0,2.24999999910051,0.312499999762636,Cell 2045,QLD1
110,85192.0,145.0,-16.5,85193.0,521.0,148.0,2.250000000899377,0.31250000021236,Cell 2075,QLD1
111,85768.0,145.0,-16.0,85769.0,521.0,149.0,2.250000000899263,0.312500000212324,Cell 2101,QLD1
112,86344.0,145.0,-15.5,86345.0,521.0,150.0,2.250000000899263,0.312500000212324,Cell 2126,QLD1
