,Batch,Total_production,Total_CO2,Total_sell,Total_purchase,Total_grid_cost,Marginal_cost,EI_MEF,EI_GCO,EI_L,RECs,New_EI_GCO,New_RECs,Time,Year,EI_MEF>0,EI_GCO>0
245,246,4481.594897,62532.37294,31302.09435,-118225.7038,4192.745884,0.702884375,13.95315158,11.69331781,14.15885111,-64.6971771,11.69331781,0,3/09/2015,2015,13.95315158,11.69331781
246,247,4115.900345,153372.3741,6930.327524,-215847.0447,9555.163176,1.633070083,37.26338378,33.12843886,37.05366767,-168.3374728,33.12843886,0,4/09/2015,2015,37.26338378,33.12843886
247,248,4113.924103,146207.0267,1535.998416,-200494.7849,9554.428314,1.633698662,35.53955373,31.75198859,35.30447098,-161.2657669,31.75198859,0,5/09/2015,2015,35.53955373,31.75198859
248,249,4658.168574,2518.39415,72010.2051,-67672.75847,-2411.469604,-0.272440405,0.540640406,-2.96651768,-0.679738397,17.05992522,0,17.05992522,6/09/2015,2015,0.540640406,0
249,250,4893.375592,-67711.8773,95795.32574,-14287.68338,-2232.473083,-0.231190288,-13.8374576,-13.93657966,-12.15941384,84.19372683,0,84.19372683,7/09/2015,2015,0,0
250,251,4468.545993,-51954.77251,92340.73006,-12534.29175,-4907.492371,-0.66206728,-11.62677358,-14.89342106,-13.03750707,82.16288516,0,82.16288516,8/09/2015,2015,0,0
251,252,4689.484943,7454.01807,56789.3118,-92067.79939,2012.50873,0.363022462,1.589517433,3.103856956,5.491710979,-17.96974131,3.103856956,0,9/09/2015,2015,1.589517433,3.103856956
252,253,4707.893904,117505.0779,0,-220773.2432,8498.262553,1.286482678,24.95916015,30.84329861,34.23281637,-179.2678735,30.84329861,0,10/09/2015,2015,24.95916015,30.84329861
253,254,4498.16122,120251.3387,0,-237617.6597,8750.442443,1.380595748,26.73344346,34.74439432,38.56262216,-192.9455396,34.74439432,0,11/09/2015,2015,26.73344346,34.74439432
254,255,4584.38793,81908.31684,11766.27632,-153364.9588,2307.928782,0.412874001,17.86679445,19.92425559,22.54762026,-112.7660702,19.92425559,0,12/09/2015,2015,17.86679445,19.92425559
255,256,3990.66482,-27943.33805,74508.42135,-41163.01551,-3015.146082,-0.432080415,-7.002176156,-8.33898216,-6.099772185,41.08405276,0,41.08405276,13/09/2015,2015,0,0
256,257,3966.107228,-17186.67725,40894.19696,-21610.11895,-2022.90316,-0.267313773,-4.333386936,-4.768124264,-3.549419152,23.34678038,0,23.34678038,14/09/2015,2015,0,0
257,258,3017.193663,80111.1127,2827.473884,-153037.2564,5956.927667,1.400051846,26.55153154,32.60162304,36.3427587,-121.4387783,32.60162304,0,15/09/2015,2015,26.55153154,32.60162304
258,259,2791.390036,82808.66247,13866.3746,-137113.9918,5072.72646,1.294648404,29.66574409,28.28370463,32.23152602,-97.47018677,28.28370463,0,16/09/2015,2015,29.66574409,28.28370463
259,260,3283.915928,51425.18829,14983.99281,-111962.4319,2187.808148,0.522127042,15.65971524,18.72852348,21.5578785,-75.92950192,18.72852348,0,17/09/2015,2015,15.65971524,18.72852348
260,261,3528.028144,64455.86238,15361.65778,-129340.2844,4659.36281,0.961356063,18.26965652,20.58564901,23.58382474,-89.66265315,20.58564901,0,18/09/2015,2015,18.26965652,20.58564901
261,262,2832.661706,43298.38624,18386.30042,-137112.6669,-1348.090764,-0.244402384,15.28540671,26.57883211,30.59675193,-92.94918508,26.57883211,0,19/09/2015,2015,15.28540671,26.57883211
262,263,2591.285124,52541.11772,21058.87118,-109146.5344,1709.416643,0.517737652,20.27608511,21.120861,24.81548384,-67.56811472,21.120861,0,20/09/2015,2015,20.27608511,21.120861
263,264,4536.194269,3811.870433,48523.97779,-47697.38246,-4851.254909,-0.642754925,0.840323453,-1.748800679,-0.133022211,9.793703231,0,9.793703231,21/09/2015,2015,0.840323453,0
264,265,4281.703643,-52086.49287,116568.4511,-9562.403289,-9543.449692,-1.42089984,-12.16489912,-20.58317642,-18.24376963,108.8037796,0,108.8037796,22/09/2015,2015,0,0
265,266,4893.375592,-30063.77787,72604.09454,-8586.807486,-1748.728703,-0.164843315,-6.143770758,-10.86399369,-9.550180376,65.63160687,0,65.63160687,23/09/2015,2015,0,0
266,267,4584.668696,44733.14148,0,-88766.89667,4181.026745,0.687052561,9.757115388,12.73456539,14.13402775,-72.0787201,12.73456539,0,24/09/2015,2015,9.757115388,12.73456539
267,268,4483.278701,98655.61953,10438.76277,-166179.8784,4460.648178,0.74275318,22.00523905,22.4934559,25.35889958,-124.4992985,22.4934559,0,25/09/2015,2015,22.00523905,22.4934559
268,269,3858.674258,65794.82976,9012.382878,-131232.0079,5849.078947,1.092332917,17.05114901,20.47695162,23.12201556,-97.54800753,20.47695162,0,26/09/2015,2015,17.05114901,20.47695162
269,270,3465.646822,39919.94398,21177.89963,-89535.05236,3852.19201,0.820997471,11.51875711,12.04245501,14.39867478,-51.52456288,12.04245501,0,27/09/2015,2015,11.51875711,12.04245501
270,271,3328.115317,103018.8272,7896.398648,-145822.8561,6897.304631,1.465896369,30.95410388,26.89646166,30.25325277,-110.5117605,26.89646166,0,28/09/2015,2015,30.95410388,26.89646166
271,272,3500,69859.25345,12453.75928,-120784.5205,6767.974647,1.372789961,19.9597867,19.81567138,22.59470163,-85.62327138,19.81567138,0,29/09/2015,2015,19.9597867,19.81567138
272,273,3606.394932,117600.8665,9914.313834,-185494.0149,6078.294115,1.206155101,32.60898175,31.60289747,35.54052848,-140.7068263,31.60289747,0,30/09/2015,2015,32.60898175,31.60289747
273,274,2983.62152,75206.15872,6617.860547,-132327.1875,4362.058898,1.056209007,25.20633338,27.37403863,30.75718823,-100.8318157,27.37403863,0,1/10/2015,2015,25.20633338,27.37403863
274,275,3088.469001,587.5495149,18509.55331,-26594.4531,-197.0468345,0.032180662,0.190239732,0.809127602,1.910971698,-3.085142613,0.809127602,0,2/10/2015,2015,0.190239732,0.809127602
275,276,3684.589664,64364.03065,0,-161212.3246,5569.347867,1.089446031,17.46843923,28.77730761,31.93978373,-130.9044076,28.77730761,0,3/10/2015,2015,17.46843923,28.77730761
276,277,4451.920492,68457.60618,3533.168724,-159503.9958,-3376.589335,-0.434031404,15.37709541,22.92204042,25.57518805,-125.9840759,22.92204042,0,4/10/2015,2015,15.37709541,22.92204042
277,278,4052.319722,51622.64442,3948.347932,-157910.8531,5047.985227,0.911042016,12.73903541,24.84082486,27.73538035,-124.2752648,24.84082486,0,5/10/2015,2015,12.73903541,24.84082486
278,279,4571.150604,77594.42468,9746.933946,-143461.5862,5510.159166,0.884007123,16.97481256,18.9148303,21.35385695,-106.743874,18.9148303,0,6/10/2015,2015,16.97481256,18.9148303
279,280,3836.399341,96349.30845,0,-190891.8786,6924.750738,1.28641813,25.11451491,32.72688666,36.32340093,-155.0042055,32.72688666,0,7/10/2015,2015,25.11451491,32.72688666
280,281,2904.323121,54623.82517,1282.215728,-155399.9884,4550.051242,1.126441433,18.80776446,34.83465215,38.73741639,-124.9025749,34.83465215,0,8/10/2015,2015,18.80776446,34.83465215
281,282,4667.199851,34527.8048,37532.35544,-105344.2805,2990.921082,0.505092914,7.397970068,8.331726408,10.60651073,-48.00720031,8.331726408,0,9/10/2015,2015,7.397970068,8.331726408
282,283,4570.954225,-10588.61976,23912.51297,-64702.40884,929.6844473,0.211503072,-2.31650094,5.072667914,6.514312443,-28.625843,5.072667914,0,10/10/2015,2015,0,5.072667914
283,284,3333.461826,79381.46606,5987.750698,-136408.2703,5113.678106,1.104559932,23.81352186,25.45952945,28.56099284,-104.7757648,25.45952945,0,11/10/2015,2015,23.81352186,25.45952945
284,285,2957.953264,64079.25294,6076.254776,-101937.4519,5627.724151,1.351895115,21.66337573,21.00254093,23.65780242,-76.69695617,21.00254093,0,12/10/2015,2015,21.66337573,21.00254093
285,286,4112.02968,97107.70154,9033.928989,-150242.0545,5318.916472,0.943121798,23.61551572,22.25171721,25.0683822,-112.9626193,22.25171721,0,13/10/2015,2015,23.61551572,22.25171721
286,287,3411.275917,4440.183691,46685.6631,-48499.26272,-1559.358102,-0.231791092,1.301619628,-1.734380971,0.388103382,7.304261775,0,7.304261775,14/10/2015,2015,1.301619628,0
287,288,2492.572566,-66773.5187,96736.65666,-91952.36001,-9796.642374,-2.562807965,-26.78899688,-7.172423349,-1.401177484,22.07134033,0,22.07134033,15/10/2015,2015,0,0
288,289,3178.420277,73069.87129,3702.215684,-126347.9834,3692.579325,0.854708453,22.98936734,25.20207964,28.16852482,-98.89234685,25.20207964,0,16/10/2015,2015,22.98936734,25.20207964
289,290,2565.713654,29671.96488,15079.15074,-114121.0362,296.0050897,0.152429192,11.56479985,24.49438415,28.17951891,-77.58713069,24.49438415,0,17/10/2015,2015,11.56479985,24.49438415
290,291,3565.954495,-94756.53201,169834.5107,-16966.71482,-33617.25035,-6.252033342,-26.57255782,-35.44818257,-31.2941433,156.0575383,0,156.0575383,18/10/2015,2015,0,0
291,292,3670.031694,-114081.8425,191326.6733,-4312.631625,-18203.6212,-3.253907338,-31.08470227,-41.45416552,-37.19865707,187.8248164,0,187.8248164,19/10/2015,2015,0,0
292,293,4077.812994,-46396.77318,120595.1731,-39798.22661,-55197.25019,-9.009559398,-11.37785702,-17.53538005,-14.4640696,88.27901312,0,88.27901312,20/10/2015,2015,0,0
293,294,4280.230068,-55274.5728,118463.3058,-7845.508092,-6044.563215,-0.872788733,-12.91392563,-21.21267517,-18.86604015,112.0927532,0,112.0927532,21/10/2015,2015,0,0
294,295,3369.120944,-106226.4804,188627.7677,-8274.523747,-19499.00002,-3.80927053,-31.52943517,-43.7343077,-39.07780998,181.9088544,0,181.9088544,22/10/2015,2015,0,0
295,296,2729.012559,-376.646591,54716.76679,-62523.14476,-3611.328125,-0.813127152,-0.138015705,-1.171800516,2.088175044,3.947973242,0,3.947973242,23/10/2015,2015,0,0
296,297,2613.906923,16068.79486,22904.54,-74914.69467,-581.0056593,-0.074177723,6.147424271,11.752605,14.52515871,-37.92619207,11.752605,0,24/10/2015,2015,6.147424271,11.752605
297,298,1194.973645,25083.72991,11419.22845,-46131.84298,787.1511568,0.517092902,20.99103191,17.65081666,21.20566317,-26.03982806,17.65081666,0,25/10/2015,2015,20.99103191,17.65081666
298,299,2595.271552,60144.49932,18954.5541,-93574.71473,3618.591263,1.010772882,23.17464593,17.79882052,20.9892168,-57.02811426,17.79882052,0,26/10/2015,2015,23.17464593,17.79882052
299,300,2835.221622,-9577.49036,70756.02989,-47713.76274,-9113.833496,-2.082385768,-3.378039404,-9.14570063,-5.932818402,32.01245454,0,32.01245454,27/10/2015,2015,0,0
300,301,2508.716397,-31160.52169,105373.1697,-44376.90454,-19385.75543,-5.111147835,-12.42090247,-22.38781946,-17.74902639,69.33912318,0,69.33912318,28/10/2015,2015,0,0
301,302,3165.565077,54501.40776,8782.8901,-74803.142,4634.580311,1.057591262,17.21696014,13.29474535,15.22470166,-51.9572612,13.29474535,0,29/10/2015,2015,17.21696014,13.29474535
302,303,2795.177026,81526.76121,3218.636128,-117937.3155,4436.070369,1.140130547,29.16694021,26.81856468,29.96040506,-92.54646402,26.81856468,0,30/10/2015,2015,29.16694021,26.81856468
303,304,2755.452665,53407.81197,2679.918567,-129476.1726,3021.453878,0.810930405,19.38259098,30.11785877,33.59203613,-102.4547336,30.11785877,0,31/10/2015,2015,19.38259098,30.11785877
304,305,3637.178231,41037.84966,19317.16937,-84684.87436,4004.067285,0.813840197,11.28288114,11.011841,13.1196278,-49.44694861,11.011841,0,1/11/2015,2015,11.28288114,11.011841
305,306,3391.894118,49627.07821,0,-98584.42937,6969.220333,1.453972609,14.63108118,19.11644309,21.21724056,-80.05055665,19.11644309,0,2/11/2015,2015,14.63108118,19.11644309
306,307,4103.767879,76040.91561,1057.247886,-131699.891,8288.9349,1.430594108,18.52953624,20.89915513,23.23940639,-105.8830636,20.89915513,0,3/11/2015,2015,18.52953624,20.89915513
307,308,4395.204653,-51063.60103,88157.12388,-14214.87129,-24027.48184,-3.593959243,-11.61802579,-14.11944837,-12.28107646,76.61464839,0,76.61464839,4/11/2015,2015,0,0
308,309,4314.465352,32500.71927,26608.89193,-89222.94433,4674.599118,0.802161905,7.532965644,8.606051839,10.59418828,-45.84013886,8.606051839,0,5/11/2015,2015,7.532965644,8.606051839
309,310,4194.189701,85611.64825,0,-184340.8729,6896.729645,1.178592814,20.41196378,28.90777184,32.0845853,-149.6847888,28.90777184,0,6/11/2015,2015,20.41196378,28.90777184
310,311,3808.54895,99844.83812,6124.480305,-173426.4076,6348.432501,1.193718181,26.21597869,28.64744269,32.0674379,-134.6977627,28.64744269,0,7/11/2015,2015,26.21597869,28.64744269
311,312,661.3110169,-81988.45303,108410.3204,-12535.60339,-17007.1286,-17.18492759,-123.978659,-120.3177332,-105.8330221,98.23141048,0,98.23141048,8/11/2015,2015,0,0
312,313,1144.340395,-10627.18308,57198.87206,-31283.79172,-7298.278975,-4.205346852,-9.286732446,-22.50651204,-16.53180184,31.79643319,0,31.79643319,9/11/2015,2015,0,0
313,314,2074.753179,42666.92166,15811.20439,-68885.76475,-4519.279484,-1.386896051,20.56481806,15.66474025,18.6742353,-40.12403659,15.66474025,0,10/11/2015,2015,20.56481806,15.66474025
314,315,5.369990928,-13627.76847,31280.05025,0,-33963.4933,-4244.679062,-2537.763778,-4718.227841,-4252.230029,31.28005025,0,31.28005025,11/11/2015,2015,0,0
315,316,2912.251297,87903.02996,8453.891607,-133633.9208,7621.988069,1.831520201,30.18387529,27.8293464,31.37827473,-100.0568521,27.8293464,0,12/11/2015,2015,30.18387529,27.8293464
316,317,4575.028259,77187.23002,1655.491514,-201150.5101,6675.192823,1.054227871,16.87142147,28.62490852,31.83179542,-161.6787227,28.62490852,0,13/11/2015,2015,16.87142147,28.62490852
317,318,4090.229734,70270.09665,4094.87958,-197024.8,5540.638337,0.984129673,17.17998773,30.87119972,34.43299058,-155.889258,30.87119972,0,14/11/2015,2015,17.17998773,30.87119972
318,319,3408.036664,23585.19157,51964.60234,-112569.8459,-21632.52295,-4.185069127,6.920462979,9.374344913,12.98161733,-39.44211255,9.374344913,0,15/11/2015,2015,6.920462979,9.374344913
319,320,2933.229611,17387.25707,61922.38489,-61855.24737,-5732.229505,-1.236569296,5.927683604,-3.229784134,-0.016708677,11.69592402,0,11.69592402,16/11/2015,2015,5.927683604,0
320,321,3545.004339,59719.26231,9244.972579,-98888.09133,4333.028821,0.895329894,16.84603363,16.23474674,18.45963233,-71.05215758,16.23474674,0,17/11/2015,2015,16.84603363,16.23474674
321,322,3449.750006,65308.73348,12199.86713,-161626.4367,7131.456798,1.462408539,18.93143949,27.95073481,31.62008713,-119.0407995,27.95073481,0,18/11/2015,2015,18.93143949,27.95073481
322,323,2206.812582,37084.1185,16948.21545,-103836.7767,2585.210528,0.861220197,16.80438058,24.72682578,28.7422005,-67.36724724,24.72682578,0,19/11/2015,2015,16.80438058,24.72682578
323,324,2665.263759,35552.51634,12785.86034,-112312.9038,4224.361478,1.138737846,13.33921126,23.83024793,27.25986929,-78.41221752,23.83024793,0,20/11/2015,2015,13.33921126,23.83024793
324,325,3278.999979,100632.6561,9093.011372,-152919.2783,7656.800004,1.642182672,30.69004474,28.42718179,32.01987664,-115.0774426,28.42718179,0,21/11/2015,2015,30.69004474,28.42718179
325,326,4583.30453,147265.8455,0,-219734.6259,12183.56226,1.859059377,32.13093185,31.5326763,34.99795308,-178.4245162,31.5326763,0,22/11/2015,2015,32.13093185,31.5326763
326,327,4120.421879,110715.1041,0,-176832.5681,10936.8936,1.856418811,26.86984667,28.22679816,31.32877616,-143.5880453,28.22679816,0,23/11/2015,2015,26.86984667,28.22679816
327,328,2777.512071,36082.63766,6484.266267,-84756.60645,5393.000614,1.37813151,12.9909922,18.17952838,20.5719388,-62.33809817,18.17952838,0,24/11/2015,2015,12.9909922,18.17952838
328,329,1147.692285,23758.91477,3779.904883,-34297.72962,2265.447222,1.399775287,20.7014677,16.98763686,19.41113689,-24.06985157,16.98763686,0,25/11/2015,2015,20.7014677,16.98763686
329,330,2681.047543,46809.96133,11480.80546,-74256.03357,2956.762114,0.815159983,17.45957898,14.74805102,17.09254154,-48.81509379,14.74805102,0,26/11/2015,2015,17.45957898,14.74805102
330,331,3147.08896,91925.76583,0,-136386.3086,9103.038201,2.01629295,29.20977672,28.50380274,31.6362221,-110.7456826,28.50380274,0,27/11/2015,2015,29.20977672,28.50380274
331,332,4884.171576,-13591.51016,42210.25158,-35489.79066,349.556448,0.123033047,-2.78276673,-2.221043733,-1.00445621,13.39254156,0,13.39254156,28/11/2015,2015,0,0
332,333,4281.703643,-51545.39195,116988.5386,-9131.202621,-6203.016421,-0.89729949,-12.03852397,-20.72888483,-18.38890821,109.5740021,0,109.5740021,29/11/2015,2015,0,0
333,334,3171.155981,-16864.08303,44650.21643,-16154.33876,-6543.976109,-1.309961919,-5.317960748,-8.054363698,-6.559750078,31.53289335,0,31.53289335,30/11/2015,2015,0,0
334,335,3380.86561,36555.88449,16600.56346,-84111.60216,4829.428295,1.033697392,10.81258136,12.38600743,14.57705332,-51.6980575,12.38600743,0,1/12/2015,2015,10.81258136,12.38600743
335,336,2950.087853,24964.71429,27670.82601,-65716.01177,1774.945542,0.478797676,8.462362996,7.053812369,9.414291025,-25.69057554,7.053812369,0,2/12/2015,2015,8.462362996,7.053812369
336,337,2874.778033,59686.66629,3094.185816,-77488.43957,4365.030432,1.094052808,20.76218254,16.85674699,18.8911299,-59.82642712,16.85674699,0,3/12/2015,2015,20.76218254,16.85674699
337,338,3427.258838,94424.04256,2666.416557,-136082.5363,5517.67513,1.155495476,27.5508933,25.48520916,28.41739477,-107.8326029,25.48520916,0,4/12/2015,2015,27.5508933,25.48520916
338,339,4644.561287,115335.341,0,-182414.3146,7527.180844,1.162680604,24.83234344,25.83183548,28.67061956,-148.1204235,25.83183548,0,5/12/2015,2015,24.83234344,25.83183548
339,340,3525.844487,67416.74222,11565.15754,-98155.94226,4417.597487,0.915885223,19.12073617,15.65337012,17.92798096,-68.13746758,15.65337012,0,6/12/2015,2015,19.12073617,15.65337012
340,341,3803.964734,10951.75069,21818.47107,-39759.92102,-344.4728134,0.014223988,2.87903581,2.228709853,3.443054649,-10.4665848,2.228709853,0,7/12/2015,2015,2.87903581,2.228709853
341,342,3012.957491,43614.86884,0,-66708.65294,4618.828956,1.103851291,14.47576641,14.56230808,16.16262984,-54.16742618,14.56230808,0,8/12/2015,2015,14.47576641,14.56230808
342,343,1989.513306,28940.61717,27561.1065,-50283.73999,-55527.91442,-18.65674537,14.54658136,5.4023892,8.33747751,-13.26929037,5.4023892,0,9/12/2015,2015,14.54658136,5.4023892
343,344,1695.293837,18432.74661,36202.46638,-62577.43739,-656.9914915,-0.185092898,10.87289188,6.980757017,11.35716323,-14.61041278,6.980757017,0,10/12/2015,2015,10.87289188,6.980757017
344,345,2559.741888,12363.81413,56250.78694,-54613.20123,-9024.039202,-2.291020643,4.830101889,-3.767154319,-0.467014887,11.90486754,0,11.90486754,11/12/2015,2015,4.830101889,0
345,346,2830.204507,56212.34661,30959.13845,-87479.45189,962.3265888,0.30320145,19.86158473,11.46916517,14.57839132,-40.07417648,11.46916517,0,12/12/2015,2015,19.86158473,11.46916517
346,347,3014.915082,-162130.0662,261534.2551,0,-25295.72499,-5.556003255,-53.77599759,-70.26491323,-63.32516872,261.5342551,0,261.5342551,13/12/2015,2015,0,0
347,348,4281.703643,-58210.57512,94984.66382,-8007.696281,-4490.449596,-0.628861082,-13.59519013,-16.73884081,-14.82895398,88.48241444,0,88.48241444,14/12/2015,2015,0,0
348,349,3195.922438,17047.41929,36850.90866,-75873.33991,2960.801659,0.69676578,5.334115462,6.274926097,8.913349859,-24.75824334,6.274926097,0,15/12/2015,2015,5.334115462,6.274926097
349,350,1479.382758,9574.790326,59340.96336,-54334.78549,-6004.12604,-2.648848693,6.472152168,-8.333952212,-2.470293658,15.22111754,0,15.22111754,16/12/2015,2015,6.472152168,0
350,351,3500,-2425.438669,47236.43292,-26006.15393,-5409.379354,-0.962273126,-0.692982477,-6.044783743,-4.428029618,26.11943593,0,26.11943593,17/12/2015,2015,0,0
351,352,2986.616449,-10831.25349,75887.66999,-40365.33508,-6961.631896,-1.489391093,-3.626596744,-11.6921356,-8.682502399,43.11101791,0,43.11101791,18/12/2015,2015,0,0
352,353,2167.609265,40945.31719,12913.63758,-93043.23011,3835.230413,1.26247423,18.88962086,23.40659255,26.98576884,-62.63746527,23.40659255,0,19/12/2015,2015,18.88962086,23.40659255
353,354,1143.650998,15100.24809,33721.20807,-46507.45452,-49516.14908,-28.98309103,13.20354559,2.863377427,8.161545721,-4.042845005,2.863377427,0,20/12/2015,2015,13.20354559,2.863377427
354,355,804.0019135,-66787.53412,96923.91029,0,-21926.08245,-18.22780666,-83.06887459,-97.64699066,-88.00284343,96.92391029,0,96.92391029,21/12/2015,2015,0,0
355,356,2608.202513,-95172.02056,138055.9215,-11214.21606,-11826.57108,-2.96820542,-36.48950574,-40.04653847,-35.50124829,128.9499781,0,128.9499781,22/12/2015,2015,0,0
356,357,2126.257227,-49561.40853,70556.92484,-12589.55592,-20817.1054,-6.495800326,-23.3092252,-22.98438109,-19.90172157,60.33420543,0,60.33420543,23/12/2015,2015,0,0
357,358,1928.825042,33543.4412,3089.781058,-55546.33689,3827.770381,1.40688514,17.39060852,17.64349451,19.85316704,-42.01384449,17.64349451,0,24/12/2015,2015,17.39060852,17.64349451
358,359,2317.518173,63182.877,0,-72035.59748,4288.789348,1.31701059,27.26316356,20.44396188,22.69064674,-58.49290515,20.44396188,0,25/12/2015,2015,27.26316356,20.44396188
359,360,2555.753322,74235.02786,4066.278445,-110383.1011,5286.284884,1.463178653,29.04624136,27.11822269,30.36728149,-85.56479967,27.11822269,0,26/12/2015,2015,29.04624136,27.11822269
360,361,2512.972243,28834.28239,20311.24381,-72928.52317,1088.262138,0.365642794,11.47417464,12.54070389,15.28493362,-38.90671701,12.54070389,0,27/12/2015,2015,11.47417464,12.54070389
361,362,3609.671587,59432.60754,3605.341483,-107612.9976,3884.054385,0.797156531,16.46482405,18.79918783,21.03393262,-83.77641253,18.79918783,0,28/12/2015,2015,16.46482405,18.79918783
362,363,2810.979259,101581.1324,0,-107890.2396,6390.043589,1.600667557,36.1372757,25.24442975,28.01866101,-87.6068746,25.24442975,0,29/12/2015,2015,36.1372757,25.24442975
363,364,3402.227081,95780.82292,4662.923375,-156634.9369,6385.636979,1.334663832,28.15238979,29.1705875,32.60792628,-122.5246454,29.1705875,0,30/12/2015,2015,28.15238979,29.1705875
364,365,2413.502485,67661.34641,9131.264924,-117343.979,5543.937416,1.616644722,28.03450456,28.91364632,32.73055724,-86.15204599,28.91364632,0,31/12/2015,2015,28.03450456,28.91364632
